-2629650,4382280
-2537100,4400580
-2058870,4476000
-2876400,4453710
-2105640,4586370
-2753430,4521600
-3129600,4319760
-2398410,4374990
-2903280,4328340
-2281680,4758330
-2898360,4466550
-2754690,4530360
-1998300,4448010
-2709810,4355310
-1619880,4722300
-2628240,4668750
-2133870,4689270
-2737020,4219140
-2290470,4254570
-2380380,4581540
-2847300,4475130
-2887500,4347810
-2584650,4552950
-2035830,4504320
-2634390,4361460
-2535300,4428960
-2793030,4492380
-2246700,4661340
-1872330,4583880
-2225370,4777350
-1997190,4711380
-2475480,4283850
-2495790,4433700
-2272680,4537350
-1871640,4626420
-1958580,4544070
-3098640,4256640
-2479260,4445580
-3033810,4434360
-1972800,4677720
-2606670,4506900
-2484840,4386840
-1993140,4430400
-2634030,4230900
-2994420,4569630
-2831100,4210080
-2860080,4315770
-3087900,4320240
-2120940,4523280
-2816880,4272000
-2063820,4368600
-2066400,4489110
-2407680,4427340
-1876170,4620510
-1997010,4710690
-2916900,4327500
-2711760,4354710
-2247660,4250700
-2059950,4287330
-2661480,4373430
-2919060,4332000
-2693730,4554030
-2125470,4464090
-2856900,4537140
-2532510,4594800
-2346990,4650630
-2651220,4524630
-1920090,4787370
-2339220,4365210
-2994480,4478310
-2368620,4335750
-2042910,4481790
-2219880,4650510
-2874870,4269690
-3071310,4269900
-2225580,4507170
-2840970,4259700
-2619540,4429770
-3019770,4509750
-2624580,4387080
-2877300,4570890
-2977470,4432890
-2883720,4534320
-1543140,4277850
-2592840,4409670
-2486850,4298700
-2920260,4335780
-2369400,4568370
-1988670,4589670
-2876040,4423380
-2781420,4292460
-2740080,4629900
-2490060,4293630
-2911170,4304880
-2933610,4534260
-2027190,4593690
-2636070,4498410
-2556510,4547640
-2149260,4363200
-2733750,4641660
