-1553880,4294230
-1934460,4657290
-2441010,4686990
-2371110,4718640
-2925600,4344870
-2450670,4331130
-1986000,4615800
-2334660,4368870
-2179290,4385430
-1475700,4175370
-3051930,4280490
-2077560,4333560
-2245170,4751700
-2410320,4604490
-2288610,4761390
-2599470,4614120
-2377440,4427100
-2595870,4477200
-1817550,4648590
-2492430,4535310
-2898570,4405020
-2181960,4451790
-2128140,4316310
-2894520,4514700
-2023920,4703910
-3039420,4328490
-2454390,4484130
-2707710,4244850
-2294430,4598910
-2881740,4299720
-2741970,4442790
-2607780,4543770
-1722060,4709310
-2257350,4518300
-2289300,4640040
-2356590,4473030
-2068740,4809900
-2163870,4496070
-2841960,4518120
-1797720,4684830
-2757330,4242600
-2565630,4506870
-1864620,4713300
-2785290,4302750
-2707770,4318380
-2222310,4703250
-1962600,4702710
-1886790,4606260
-2920230,4566930
-2835360,4539360
-2601180,4394430
-2837640,4489080
-2239800,4454130
-2294190,4441950
-2404320,4672020
-2515110,4447680
-3040770,4491510
-3153450,4384080
-2944830,4446450
-2280150,4475400
-1971300,4719690
-2421330,4371810
-2714820,4436700
-2846970,4237560
-2757060,4467180
-2457630,4410930
-2996880,4505550
-2623740,4247340
-2517780,4523040
-2352990,4708980
-1675290,4771500
-2240640,4698750
-2267850,4611390
-2454900,4629960
-2259510,4517460
-2591010,4543260
-2302290,4689810
-2861100,4298850
-2200410,4358580
-2855910,4377360
-2077500,4301430
-2293200,4674870
-2813910,4180830
-2998800,4465890
-1887690,4815420
-2331240,4341360
-1753410,4813830
-2466720,4396170
-1858650,4823490
-2040210,4672470
-2016510,4582650
-1613280,4742760
-2841000,4325490
-3086550,4421340
-2370480,4670730
-1695180,4749600
-2792580,4549560
-2623710,4667640
-2597220,4575150
-2056800,4594080
