-0.527,0.000
-0.517,0.000
-0.507,0.000
-0.497,0.000
-0.487,0.000
-0.477,0.000
-0.467,0.000
-0.456,0.000
-0.446,0.000
-0.436,0.001
-0.426,0.002
-0.416,0.005
-0.406,0.008
-0.396,0.014
-0.386,0.023
-0.376,0.035
-0.366,0.051
-0.355,0.070
-0.345,0.092
-0.335,0.117
-0.325,0.143
-0.315,0.170
-0.305,0.198
-0.295,0.227
-0.285,0.257
-0.275,0.289
-0.265,0.324
-0.255,0.366
-0.244,0.418
-0.234,0.486
-0.224,0.573
-0.214,0.673
-0.204,0.772
-0.194,0.855
-0.184,0.914
-0.174,0.950
-0.164,0.969
-0.154,0.979
-0.143,0.984
-0.133,0.986
-0.123,0.988
-0.113,0.989
-0.103,0.990
-0.093,0.991
-0.083,0.991
-0.073,0.992
-0.063,0.992
-0.053,0.993
-0.043,0.993
-0.032,0.993
-0.022,0.993
-0.012,0.994
-0.002,0.994
0.008,0.994
0.018,0.995
0.028,0.995
0.038,0.995
0.048,0.996
0.058,0.996
0.069,0.997
0.079,0.997
0.089,0.998
0.099,0.998
0.109,0.999
0.119,0.999
0.129,0.999
0.139,1.000
0.149,1.000
0.159,1.000
0.170,1.000
0.180,1.000
0.190,1.000
0.200,1.000
0.210,1.000
0.220,1.000
0.230,1.000
0.240,1.000
0.250,1.000
0.260,1.000
0.270,1.000
0.281,1.000
0.291,1.000
0.301,1.000
0.311,1.000
0.321,1.000
0.331,1.000
0.341,1.000
0.351,1.000
0.361,1.000
0.371,1.000
0.382,1.000
0.392,1.000
0.402,1.000
0.412,1.000
0.422,1.000
0.432,1.000
0.442,1.000
0.452,1.000
0.462,1.000
0.472,1.000
