1347270,1176060
1166460,695910
729510,527190
571200,725670
600180,659310
1254810,1146480
619230,672300
722640,500790
1544640,655200
1508010,-1570440
1572690,1311120
854940,317910
1293750,-1375800
1291350,-910770
1701360,561570
1505070,277110
732300,7830
785730,120960
1555230,-897900
1271220,-1336470
705270,-41610
1448220,-1058310
1078410,975720
835980,314460
1580280,1313970
1483740,-1197180
613200,552750
1521660,-1506720
1334100,717990
1251840,-178050
1257300,858690
1462860,-1235370
1191120,-1291620
1372140,-914400
1165500,694290
1553430,1360560
932310,868770
1453650,-989220
1285590,-1223250
721050,528390
1216740,-1314930
580770,586560
1381980,-37620
1497930,1393530
1216770,642900
1440810,-1296870
736020,12330
1533690,1346010
983730,-1182690
619170,804630
753540,524280
1417980,160710
1453590,-1195380
1570440,1311180
1252860,858690
782520,118680
982890,820440
1506120,-1052250
723330,514890
1328220,-1327950
789180,-162090
1516500,821490
711000,-316620
1424730,998580
1363350,-1234800
1450020,-1035990
1542210,-1147710
1440810,-1092180
679620,641520
595320,665910
1275150,1114170
1527660,1389930
583080,669450
1507560,1399920
1450890,1301880
1429170,-1037730
574710,647580
852540,-17310
1508640,-934590
1619370,1313820
757890,832260
720450,526530
1522830,-1101570
1689210,552990
653820,-315960
1224240,-1297380
823230,247560
1092120,864360
975060,-1172880
668610,-399630
1591920,418740
613020,646470
1575360,1306110
1214160,-1300320
1138770,-1254810
1411470,-1132590
1460490,-1152870
1563210,1387290
1501200,258840
1515210,-1475100
716520,543870
620340,539160
581940,663960
840900,316410
1240920,1149930
1508730,1401240
728700,8190
597060,666900
724920,576600
1480500,-1047990
1300560,407790
596940,693420
932850,868410
1447020,-1112370
982230,-902700
1379460,-947760
1083360,442440
1446480,-1456410
1547370,1339530
934080,378330
1529970,389490
1542060,-1566360
1562190,-1233510
1546800,-1266990
1485570,-1177560
598410,653100
1648860,507540
1480380,-1187430
844110,669120
819360,333990
1298220,-1384290
1007700,438270
1435590,-1116750
1513050,-1112100
785460,-481260
694980,678840
1559910,-1569570
701640,-178050
1449060,-1079070
786570,122340
1456470,-1027140
566610,634260
670710,-189030
704280,681180
1504500,855900
842790,359220
1580010,1318860
1449750,1301910
1408200,-1459230
603390,646920
968730,503580
978450,-1152390
1237440,-1310850
942660,377070
1480080,-1264020
577770,650340
1557480,1355340
1066590,-1258680
1392690,141360
1261710,-556260
1406250,-1439700
1522230,-1265970
1476780,1330020
845070,324180
1497780,253470
1448040,-1094820
610470,687090
