741840,84000
615150,811590
1243890,663690
1377720,-1454460
564000,660450
581040,688830
879330,10740
627450,601560
965460,-1251360
1460820,-1561320
1329000,-1414830
1270980,663780
815010,398850
1174230,456480
1031040,11370
684870,522420
1156710,498660
843330,-675900
579540,647010
1488180,-1540110
830520,-671340
1299600,-1395390
735330,497580
1393560,-11910
669570,-309390
1139670,526470
682800,-312780
1059120,-217620
1342620,-1206690
619110,528210
1373100,-1423710
660930,-897900
570840,611940
742020,84270
593850,726120
588420,-728820
1072920,-229800
1206510,439680
743880,46590
1228560,-1302600
1206510,1185120
1516920,-1456590
658860,-282300
801150,190650
797910,-684780
982650,-1198110
743370,40380
1554510,-1600680
731610,-306960
1384920,-1451550
986460,-1184010
823800,-712350
1417230,-1522110
1520940,-1519380
1277130,664620
1263330,-1345440
654210,-302070
1458060,816570
1510230,-1448730
1226160,749580
678810,-305790
802170,-3390
1046340,642540
990690,850470
743490,61230
1423920,-1467480
660450,570180
662790,609960
1153950,499230
1442880,-1558380
996300,653850
957990,133230
747900,81480
1096290,989190
592590,682920
599310,587520
1533300,833310
1525230,-1355190
715620,-310710
560280,645750
672840,-315660
1430130,-1476630
584160,704850
1371360,-1451400
857910,-674490
1024770,-1245120
1323360,1109070
708450,516690
600180,672030
1560120,-1511460
569310,707610
1422240,-1486830
834180,-682770
805290,198750
877470,7860
1389390,-1457610
659580,-312840
1543950,-1583070
853920,-1083240
931560,304830
588540,671640
1176720,458760
655290,-322680
572220,721890
735990,47610
656880,-306000
704580,774060
623310,795780
657570,-334260
1118910,573600
1466880,-1451280
859020,-35220
1089360,-1242360
1281060,-1350600
1486590,888090
1447740,-881760
843330,-9120
854580,-1081200
1016010,759060
1021200,908970
1370850,-1414140
703530,630000
985110,817920
763650,647760
1529280,-1539930
658950,-448170
1051080,-219540
735930,42870
621180,590970
806580,214230
1016100,753150
1502850,-1575210
1403580,-891600
657360,-339990
1194120,566880
1022100,654090
803460,189270
1504500,-1523010
576750,616830
566010,612330
1235580,745950
950730,139530
660750,-437910
651900,-284640
1520460,-1526190
594600,654270
1087140,-1250700
1184820,446250
685380,526680
999420,666960
1398120,-1473510
886110,5160
1554270,-1518000
1520190,-1520520
793860,-494310
1473090,-842250
1182690,1097670
1475640,-1490670
582660,703890
617190,795270
580350,692700
796140,161850
1710060,567960
650070,-279240
1531740,-1577400
1411440,-1538970
757410,535950
